# x y vx vy mass
-0.815533 1.481900 1.179224 -3.269149 1.000000
-1.543478 1.956502 2.579664 1.285368 1.000000
-1.199992 1.029757 -0.320542 0.774269 1.000000
-1.276797 1.683197 2.854760 2.046944 1.000000
-0.987488 1.185555 -1.018995 -0.100232 1.000000
-1.029674 1.804056 4.046539 0.248527 1.000000
-0.979249 1.554512 6.972566 -2.083191 1.000000
-1.260993 1.410938 0.630263 2.548719 1.000000
-0.849194 1.748559 3.742380 -1.360503 1.000000
-0.616086 1.783265 2.715588 -1.647512 1.000000
-0.998637 1.459509 -5.522140 -0.236385 1.000000
-1.249540 1.662479 2.914102 2.171820 1.000000
-1.049722 1.098270 -0.705952 0.273028 1.000000
-1.306736 1.544515 1.864828 2.513876 1.000000
-1.038839 1.719436 4.449943 0.522119 1.000000
-1.140132 1.481443 1.006205 3.728924 1.000000
-0.881538 1.890777 3.617943 -0.642042 1.000000
-1.143966 1.820700 3.676041 0.976850 1.000000
-0.918723 1.596555 4.545450 -2.563561 1.000000
-1.028995 1.546712 6.624442 3.180802 1.000000
-1.139313 1.363423 -0.741448 2.286351 1.000000
-0.894304 1.398012 -1.062284 -2.655456 1.000000
-0.679181 1.624609 2.372783 -2.247076 1.000000
-1.057786 1.579961 5.149291 2.637258 1.000000
-0.677531 1.863241 3.017476 -1.347148 1.000000
-0.831962 1.920760 3.451174 -0.779237 1.000000
-0.957470 1.643723 5.002756 -1.036530 1.000000
-1.147360 1.339097 -0.732754 2.044827 1.000000
-0.840261 1.899480 3.501954 -0.800514 1.000000
-1.433006 1.344715 0.796124 1.962728 1.000000
-1.115217 1.410159 -0.775086 2.917689 1.000000
-0.945255 1.526603 4.005367 -5.155749 1.000000
-1.077547 1.723560 4.246696 0.952756 1.000000
-0.631501 1.230772 0.265028 -1.690336 1.000000
-1.094380 1.639264 4.354237 1.934335 1.000000
-0.980497 1.232084 -1.221409 -0.198108 1.000000
-1.109051 1.955656 3.509346 0.480891 1.000000
-1.031527 1.402595 -2.705068 1.361023 1.000000
-1.146641 1.427967 -0.042601 3.140370 1.000000
-0.913329 1.394578 -1.457080 -2.431109 1.000000
-0.984283 1.900834 3.731167 -0.087486 1.000000
-0.553471 1.412625 1.097388 -2.057556 1.000000
-0.982072 1.187320 -1.022878 -0.144654 1.000000
-1.173172 1.481101 1.132397 3.368371 1.000000
-0.811823 1.275912 -0.502072 -1.681229 1.000000
-0.598485 1.524724 1.637041 -2.225520 1.000000
-1.190621 1.284585 -0.474712 1.747427 1.000000
-1.072301 1.756302 4.137540 0.744030 1.000000
-1.276760 1.746593 3.045237 1.734279 1.000000
-0.613195 1.597660 2.048108 -2.170904 1.000000
-1.440858 1.668034 2.233299 1.923901 1.000000
-1.272285 1.493967 1.439970 2.709213 1.000000
-1.455139 1.796215 2.546819 1.608454 1.000000
-0.457196 1.503910 1.513826 -1.919449 1.000000
-1.418773 1.347829 0.776428 1.991266 1.000000
-1.028385 1.396658 -2.665675 1.144207 1.000000
-1.033098 1.718251 4.475982 0.451317 1.000000
-1.266240 1.551497 2.015733 2.666333 1.000000
-0.714353 1.350657 0.345896 -2.207450 1.000000
-0.720858 1.392510 0.570797 -2.413050 1.000000
-1.151255 1.248567 -0.737164 1.345813 1.000000
-1.269051 1.784116 3.141561 1.554522 1.000000
-1.201477 1.617743 2.977106 2.527576 1.000000
-0.999258 1.866599 3.835707 -0.004728 1.000000
-0.949134 1.698905 4.523835 -0.773280 1.000000
-1.072237 1.467476 -0.562808 4.581553 1.000000
-0.776696 1.798295 3.354661 -1.388400 1.000000
-0.816447 1.319145 -0.455320 -1.984491 1.000000
-0.923679 1.704915 4.334099 -1.055567 1.000000
-0.751299 1.414134 0.600214 -2.606121 1.000000
-0.872504 1.478201 0.837287 -3.875968 1.000000
-1.123381 1.456597 0.202344 3.688834 1.000000
-1.009135 1.278669 -1.502198 0.123912 1.000000
-1.262839 1.677711 2.906271 2.079910 1.000000
-0.815556 1.377888 -0.159913 -2.507213 1.000000
-1.029563 1.491528 -0.721488 7.752328 1.000000
-0.588763 1.649477 2.230354 -2.009323 1.000000
-0.594108 1.709535 2.459850 -1.859330 1.000000
-1.067750 0.876657 -0.275522 0.192979 1.000000
-1.018002 1.017784 -0.534419 0.075948 1.000000
-1.013317 1.592302 6.083522 0.661298 1.000000
-1.115265 1.635873 4.054858 2.167349 1.000000
-0.883206 1.428799 -0.490391 -3.264920 1.000000
-1.195070 1.316215 -0.373267 1.988286 1.000000
-1.038346 2.147781 3.252514 0.103741 1.000000
-0.862542 1.660162 3.835949 -2.004821 1.000000
-1.064384 1.741497 4.233339 0.728718 1.000000
-0.872218 1.674418 3.953416 -1.797416 1.000000
-1.358887 1.282265 0.367800 1.866177 1.000000
-0.990868 1.639965 5.268098 -0.245850 1.000000
-0.991696 1.609288 5.759457 -0.323631 1.000000
-0.930797 1.463209 -0.871308 -4.460412 1.000000
-1.014920 1.043110 -0.590557 0.068270 1.000000
-1.047281 1.371896 -2.090338 1.325139 1.000000
-1.044480 1.454779 -2.503245 3.937608 1.000000
-0.714970 1.672012 2.766425 -2.098515 1.000000
-0.606516 1.383313 0.872384 -2.116397 1.000000
-1.566039 1.652275 1.979861 1.783746 1.000000
-0.801075 1.220049 -0.467166 -1.397811 1.000000
-0.995965 1.715993 4.542155 -0.056824 1.000000
-0.527741 1.383139 1.012971 -1.968191 1.000000
-0.916287 1.606732 4.521360 -2.369754 1.000000
-0.717782 1.537492 1.849046 -2.627388 1.000000
-0.654746 1.573265 1.994147 -2.328619 1.000000
-1.088988 1.793899 3.942559 0.739572 1.000000
-1.054979 1.733476 4.310704 0.661861 1.000000
-1.568681 1.212591 0.700866 1.581203 1.000000
-0.741770 1.400555 0.533853 -2.508819 1.000000
-1.211460 1.255579 -0.381266 1.627570 1.000000
-0.976848 1.371493 -2.351650 -0.693918 1.000000
-1.118610 1.401328 -0.802585 2.767845 1.000000
-1.555589 1.320363 0.930630 1.760970 1.000000
-0.928915 1.640969 4.678033 -1.602542 1.000000
-0.629312 1.692379 2.508037 -1.942351 1.000000
-0.743059 1.589421 2.391179 -2.560706 1.000000
-1.061595 1.874775 3.764375 0.372153 1.000000
-0.856974 1.199000 -0.712692 -1.051400 1.000000
-0.973487 1.394465 -2.657971 -1.044572 1.000000
-2.024516 1.759668 1.837969 1.333448 1.000000
-1.297610 1.488709 1.401759 2.589543 1.000000
-1.156569 1.975106 3.399059 0.625824 1.000000
-1.070343 1.173182 -0.891174 0.514668 1.000000
-0.959621 1.497554 1.074876 -7.018464 1.000000
-1.217166 1.873296 3.360114 1.082128 1.000000
-1.158968 1.062958 -0.448863 0.708872 1.000000
-0.467361 1.370045 1.047286 -1.855515 1.000000
-0.915935 1.357379 -1.494295 -1.764927 1.000000
-1.168205 1.510763 1.719966 3.437672 1.000000
-0.570533 1.067473 0.214595 -1.276311 1.000000
-0.715270 1.600653 2.357701 -2.426301 1.000000
-0.860308 1.540024 2.521824 -3.566415 1.000000
-1.176603 1.390948 -0.130928 2.641188 1.000000
-0.581364 1.052511 0.180718 -1.234217 1.000000
-1.029367 1.268698 -1.405472 0.368885 1.000000
-1.091213 1.254199 -1.089413 0.960893 1.000000
-0.882016 1.402599 -0.801800 -2.788211 1.000000
-0.827392 1.674008 3.528047 -2.011729 1.000000
-1.082928 2.118567 3.274268 0.237868 1.000000
-0.921847 1.683459 4.413586 -1.241172 1.000000
-1.105291 1.487645 0.993826 4.313850 1.000000
-1.121675 1.898837 3.594745 0.639052 1.000000
-0.934544 1.384704 -1.877592 -1.917536 1.000000
-0.970197 1.335159 -1.900210 -0.614760 1.000000
-1.232134 1.243679 -0.282531 1.614327 1.000000
-1.418016 1.386804 0.938298 2.074287 1.000000
-1.085583 1.878173 3.715140 0.501298 1.000000
-0.929119 2.241007 3.131688 -0.156080 1.000000
-0.897436 1.661188 4.229728 -1.736934 1.000000
-1.147611 1.526873 2.153935 3.591986 1.000000
-0.757374 1.632470 2.788975 -2.360837 1.000000
-0.748112 1.612697 2.599469 -2.457413 1.000000
-0.834594 1.404947 -0.113274 -2.807315 1.000000
-0.870425 1.641489 3.881084 -2.180581 1.000000
-1.239887 1.585604 2.441792 2.639184 1.000000
-1.016074 1.597777 5.933137 0.728761 1.000000
-1.537601 1.370253 1.053848 1.848608 1.000000
-0.828290 1.386032 -0.222715 -2.595530 1.000000
-0.576505 2.107621 2.848139 -0.939617 1.000000
-0.832184 1.456938 0.655521 -3.290995 1.000000
-1.039838 1.110006 -0.747007 0.229534 1.000000
-1.098644 1.723839 4.116595 1.153119 1.000000
-1.109174 0.932036 -0.326151 0.351022 1.000000
-1.076818 2.038567 3.398169 0.270743 1.000000
-0.900973 1.542002 3.183725 -3.969673 1.000000
-0.826884 1.871969 3.501707 -0.931605 1.000000
-1.001135 1.437551 -4.157770 0.102818 1.000000
-1.119893 1.393365 -0.846330 2.638066 1.000000
-0.760945 1.066915 -0.260352 -0.971683 1.000000
-1.137279 2.057272 3.312558 0.446508 1.000000
-0.633978 1.514286 1.591131 -2.334885 1.000000
-0.997274 1.172915 -0.972647 -0.020610 1.000000
-0.870488 1.594654 3.583472 -2.850764 1.000000
-0.881314 1.584985 3.654955 -3.009510 1.000000
-1.342200 1.441839 1.097793 2.366461 1.000000
-1.258564 1.995749 3.176917 0.874617 1.000000
-1.257519 1.533604 1.859077 2.751760 1.000000
-0.942886 1.454525 -1.760173 -4.094614 1.000000
-0.777511 1.315892 -0.177739 -2.027495 1.000000
-0.972988 1.227102 -1.187441 -0.266013 1.000000
-1.067684 1.765417 4.118360 0.667709 1.000000
-0.929685 1.541628 4.020352 -4.257180 1.000000
-0.816426 1.647421 3.324957 -2.272500 1.000000
-1.294985 1.228627 -0.012349 1.643937 1.000000
1.000000 -1.000000 0.000000 0.000000 50000.000000
-1.000000 1.500000 1.500000 0.000000 20000.000000
